ID,State,Sex,Age_Group,COVID_Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths,Influenza_Deaths,Pneumonia_Influenza_COVID_Deaths
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,21,16,12,0,25
1,New Jersey,Female,50-64,139,89,73,0,155
1,New Jersey,Female,65-74,225,153,125,0,253
1,New Jersey,Female,75-84,314,217,168,0,363
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,0,0,
1,New Jersey,Male,30-39,13,,,0,16
1,New Jersey,Male,40-49,28,23,17,0,34
1,New Jersey,Male,50-64,164,112,86,0,190
1,New Jersey,Male,65-74,199,137,109,0,227
1,New Jersey,Male,75-84,237,168,120,0,285
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,14,13,10,0,17
1,New Jersey,Female,50-64,92,67,53,0,106
1,New Jersey,Female,65-74,120,90,72,0,138
1,New Jersey,Female,75-84,170,127,90,0,207
1,New Jersey,Male,0-17,,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,23,16,13,0,26
1,New Jersey,Male,50-64,122,95,64,0,153
1,New Jersey,Male,65-74,144,97,69,0,172
1,New Jersey,Male,75-84,135,111,65,0,181
1,New Jersey,Female,0-17,,0,0,0,
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,20,13,10,0,23
1,New Jersey,Female,50-64,98,70,55,,113
1,New Jersey,Female,65-74,101,75,54,0,122
1,New Jersey,Female,75-84,116,99,68,0,147
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,29,12,11,0,30
1,New Jersey,Male,50-64,171,107,93,0,185
1,New Jersey,Male,65-74,133,95,69,0,159
1,New Jersey,Male,75-84,120,120,67,0,173
1,New Jersey,Female,0-17,,,0,0,
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,14,,,0,15
1,New Jersey,Female,50-64,93,64,49,0,108
1,New Jersey,Female,65-74,128,102,77,0,153
1,New Jersey,Female,75-84,101,86,54,0,133
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,16,11,,0,21
1,New Jersey,Male,50-64,76,61,36,0,101
1,New Jersey,Male,65-74,75,81,40,,117
1,New Jersey,Male,75-84,70,76,38,0,108
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,,0,10
1,New Jersey,Female,50-64,52,47,33,0,66
1,New Jersey,Female,65-74,62,56,35,0,83
1,New Jersey,Female,75-84,62,63,35,0,90
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,,15,,0,18
1,New Jersey,Male,50-64,28,37,17,0,48
1,New Jersey,Male,65-74,18,26,,0,37
1,New Jersey,Male,75-84,15,49,,0,57
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,0,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,15,22,10,0,27
1,New Jersey,Female,65-74,19,28,,0,39
1,New Jersey,Female,75-84,12,36,,0,42
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,,12,,0,14
1,New Jersey,Male,50-64,20,39,15,0,44
1,New Jersey,Male,65-74,,39,,0,44
1,New Jersey,Male,75-84,15,41,,0,47
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,16,23,10,0,29
1,New Jersey,Female,65-74,11,25,,0,28
1,New Jersey,Female,75-84,16,38,,0,47
1,New Jersey,Male,0-17,,,,0,
1,New Jersey,Male,18-29,,0,0,0,
1,New Jersey,Male,30-39,,,,0,11
1,New Jersey,Male,40-49,13,,,0,15
1,New Jersey,Male,50-64,39,47,23,0,63
1,New Jersey,Male,65-74,54,59,26,0,87
1,New Jersey,Male,75-84,36,67,18,0,85
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,,,,0,10
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,35,35,19,0,51
1,New Jersey,Female,65-74,39,55,21,0,73
1,New Jersey,Female,75-84,35,49,19,0,65
1,New Jersey,Male,0-17,,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,12,12,,0,17
1,New Jersey,Male,40-49,32,26,21,0,37
1,New Jersey,Male,50-64,87,88,59,0,116
1,New Jersey,Male,65-74,79,79,47,0,111
1,New Jersey,Male,75-84,73,90,50,0,113
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,,,0,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,,0,11
1,New Jersey,Female,50-64,45,38,24,0,59
1,New Jersey,Female,65-74,49,52,27,0,74
1,New Jersey,Female,75-84,51,60,26,0,85
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,10,,,0,11
1,New Jersey,Male,40-49,13,18,11,0,20
1,New Jersey,Male,50-64,77,75,36,0,116
1,New Jersey,Male,65-74,70,85,47,0,108
1,New Jersey,Male,75-84,74,88,41,0,121
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,16,19,13,0,22
1,New Jersey,Female,50-64,45,44,32,0,57
1,New Jersey,Female,65-74,49,60,34,0,75
1,New Jersey,Female,75-84,61,70,38,0,93
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,,,,0,10
1,New Jersey,Male,50-64,51,55,26,0,80
1,New Jersey,Male,65-74,46,54,23,0,77
1,New Jersey,Male,75-84,57,88,33,0,112
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,,0,10
1,New Jersey,Female,50-64,27,39,17,0,49
1,New Jersey,Female,65-74,44,43,27,0,60
1,New Jersey,Female,75-84,54,76,40,0,90
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,18,11,,0,22
1,New Jersey,Male,40-49,29,20,14,0,35
1,New Jersey,Male,50-64,136,83,63,0,156
1,New Jersey,Male,65-74,129,102,72,0,159
1,New Jersey,Male,75-84,116,99,60,0,155
1,New Jersey,Female,0-17,,0,0,0,
1,New Jersey,Female,18-29,,,,,
1,New Jersey,Female,30-39,11,,,,13
1,New Jersey,Female,40-49,10,,,0,12
1,New Jersey,Female,50-64,71,51,40,0,82
1,New Jersey,Female,65-74,83,69,46,0,106
1,New Jersey,Female,75-84,85,84,37,,133
1,New Jersey,Male,0-17,,,,0,
1,New Jersey,Male,18-29,11,,,0,13
1,New Jersey,Male,30-39,24,10,,0,26
1,New Jersey,Male,40-49,49,23,17,0,55
1,New Jersey,Male,50-64,306,172,146,0,332
1,New Jersey,Male,65-74,365,218,184,0,399
1,New Jersey,Male,75-84,447,307,251,,503
1,New Jersey,Female,0-17,,0,0,0,
1,New Jersey,Female,18-29,,0,0,,
1,New Jersey,Female,30-39,21,,,0,23
1,New Jersey,Female,40-49,35,27,24,0,38
1,New Jersey,Female,50-64,187,116,105,,200
1,New Jersey,Female,65-74,267,160,140,,287
1,New Jersey,Female,75-84,357,213,183,,388
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,0,0,0,
1,New Jersey,Male,40-49,19,12,,0,22
1,New Jersey,Male,50-64,99,72,48,0,123
1,New Jersey,Male,65-74,118,100,65,,154
1,New Jersey,Male,75-84,132,127,77,,183
1,New Jersey,Female,0-17,,0,0,0,
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,12,,,0,14
1,New Jersey,Female,50-64,57,42,31,0,68
1,New Jersey,Female,65-74,76,60,42,0,94
1,New Jersey,Female,75-84,101,91,52,0,140
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,0,0,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,,0,
1,New Jersey,Male,50-64,14,26,,0,33
1,New Jersey,Male,65-74,23,33,10,0,46
1,New Jersey,Male,75-84,34,70,20,0,84
1,New Jersey,Female,0-17,,,,0,
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,0,0,0,0,0
1,New Jersey,Female,50-64,20,16,,0,27
1,New Jersey,Female,65-74,24,37,11,0,50
1,New Jersey,Female,75-84,31,49,11,0,69
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,15,28,,0,37
1,New Jersey,Male,65-74,14,39,,0,49
1,New Jersey,Male,75-84,27,45,11,0,61
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,0,0,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,,19,,0,22
1,New Jersey,Female,65-74,10,28,,0,35
1,New Jersey,Female,75-84,26,40,,,59
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,0,0,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,13,13,,0,24
1,New Jersey,Male,65-74,21,37,,0,50
1,New Jersey,Male,75-84,48,61,18,,92
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,20,28,,,40
1,New Jersey,Female,65-74,10,18,,,26
1,New Jersey,Female,75-84,36,45,12,0,69
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,,0,
1,New Jersey,Male,50-64,17,26,,0,36
1,New Jersey,Male,65-74,24,38,,0,53
1,New Jersey,Male,75-84,19,55,,,66
1,New Jersey,Female,0-17,,,,0,
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,,0,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,12,21,,0,29
1,New Jersey,Female,65-74,13,27,,0,36
1,New Jersey,Female,75-84,42,42,10,,76
1,New Jersey,Male,0-17,0,,0,,
1,New Jersey,Male,18-29,0,0,0,0,0
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,10,21,,0,25
1,New Jersey,Male,65-74,22,24,,0,44
1,New Jersey,Male,75-84,41,55,,,91
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,11,21,,0,28
1,New Jersey,Female,65-74,26,39,,0,56
1,New Jersey,Female,75-84,36,45,14,0,67
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,0,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,18,22,,0,37
1,New Jersey,Male,65-74,34,43,11,0,66
1,New Jersey,Male,75-84,39,47,15,0,71
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,12,21,,0,29
1,New Jersey,Female,65-74,24,24,,0,40
1,New Jersey,Female,75-84,35,42,13,0,64
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,0,0,0,0,0
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,0,,0,0,
1,New Jersey,Male,50-64,11,33,,,39
1,New Jersey,Male,65-74,22,43,10,0,55
1,New Jersey,Male,75-84,29,55,,0,77
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,0,0,0,0,0
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,,16,,0,22
1,New Jersey,Female,65-74,19,36,,0,50
1,New Jersey,Female,75-84,30,46,11,0,65
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,0,0,0,,
1,New Jersey,Male,30-39,,,,,
1,New Jersey,Male,40-49,,,,,10
1,New Jersey,Male,50-64,12,25,,0,36
1,New Jersey,Male,65-74,27,50,13,,65
1,New Jersey,Male,75-84,42,73,19,0,96
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,0,0,0,0,0
1,New Jersey,Female,40-49,,,,,
1,New Jersey,Female,50-64,,16,,0,18
1,New Jersey,Female,65-74,18,26,,0,38
1,New Jersey,Female,75-84,41,49,14,0,76
1,New Jersey,Male,0-17,0,,0,,
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,,,0,,
1,New Jersey,Male,40-49,,,,0,
1,New Jersey,Male,50-64,12,40,,,48
1,New Jersey,Male,65-74,23,50,11,,63
1,New Jersey,Male,75-84,61,66,20,,113
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,0,,0,,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,,22,,,29
1,New Jersey,Female,65-74,23,27,,,46
1,New Jersey,Female,75-84,40,58,16,,83
1,New Jersey,Male,0-17,,,0,0,
1,New Jersey,Male,18-29,0,,0,,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,,,,,
1,New Jersey,Male,50-64,23,33,10,,51
1,New Jersey,Male,65-74,35,53,12,,80
1,New Jersey,Male,75-84,59,72,22,,116
1,New Jersey,Female,0-17,,0,0,,
1,New Jersey,Female,18-29,,,0,0,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,,,0,,
1,New Jersey,Female,50-64,17,17,,,32
1,New Jersey,Female,65-74,31,45,11,,72
1,New Jersey,Female,75-84,43,69,12,,105
1,New Jersey,Male,0-17,,,,,
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,,,,0,12
1,New Jersey,Male,50-64,19,27,,,40
1,New Jersey,Male,65-74,43,44,17,,73
1,New Jersey,Male,75-84,61,71,20,,115
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,20,28,,,46
1,New Jersey,Female,65-74,38,35,14,10,67
1,New Jersey,Female,75-84,56,52,16,,99
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,0,0,0,0
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,,0,
1,New Jersey,Male,50-64,,16,,,21
1,New Jersey,Male,65-74,32,44,11,0,65
1,New Jersey,Male,75-84,46,60,19,0,87
1,New Jersey,Female,0-17,,,0,0,
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,11,24,,0,33
1,New Jersey,Female,65-74,22,27,,0,40
1,New Jersey,Female,75-84,48,55,16,,89
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,0,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,10,20,,0,28
1,New Jersey,Male,65-74,21,31,,0,46
1,New Jersey,Male,75-84,35,79,22,0,92
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,,21,,0,25
1,New Jersey,Female,65-74,,21,,,28
1,New Jersey,Female,75-84,19,48,,0,64
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,0,0,0,0,0
1,New Jersey,Male,40-49,0,,0,0,
1,New Jersey,Male,50-64,,32,,,34
1,New Jersey,Male,65-74,,39,,0,46
1,New Jersey,Male,75-84,15,52,,0,66
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,,16,0,,19
1,New Jersey,Female,65-74,,20,,0,24
1,New Jersey,Female,75-84,16,42,,,57
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,0,0,0,0,0
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,,17,,0,18
1,New Jersey,Male,65-74,,40,,0,43
1,New Jersey,Male,75-84,,37,,0,39
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,0,0,0,0,0
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,,17,,0,21
1,New Jersey,Female,65-74,,22,,0,27
1,New Jersey,Female,75-84,10,37,,0,45
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,,0,,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,0,,0,0,
1,New Jersey,Male,50-64,,18,,0,19
1,New Jersey,Male,65-74,,38,,0,40
1,New Jersey,Male,75-84,,36,,0,42
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,,12,0,0,13
1,New Jersey,Female,65-74,,25,0,0,27
1,New Jersey,Female,75-84,,31,,0,34
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,0,,0,0,
1,New Jersey,Male,50-64,,18,,0,18
1,New Jersey,Male,65-74,,30,,0,32
1,New Jersey,Male,75-84,,34,,0,39
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,0,0,0,0,0
1,New Jersey,Female,50-64,,17,,0,18
1,New Jersey,Female,65-74,,19,,0,20
1,New Jersey,Female,75-84,,36,,0,38
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,0,0,0,0
1,New Jersey,Male,30-39,0,0,0,0,0
1,New Jersey,Male,40-49,0,,0,0,
1,New Jersey,Male,50-64,,17,0,0,19
1,New Jersey,Male,65-74,10,27,,,34
1,New Jersey,Male,75-84,13,53,,0,61
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,,13,0,0,14
1,New Jersey,Female,65-74,,22,,0,24
1,New Jersey,Female,75-84,,37,,0,41
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,,,,0,
1,New Jersey,Male,65-74,,23,,0,28
1,New Jersey,Male,75-84,13,38,,0,45
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,0,,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,,,,0,10
1,New Jersey,Female,65-74,,12,0,0,14
1,New Jersey,Female,75-84,14,31,,0,39
1,New York,Male,0-17,0,,0,,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,0,,0,,
1,New York,Male,50-64,0,36,0,,44
1,New York,Male,65-74,,81,0,,88
1,New York,Male,75-84,0,105,0,10,115
1,New York,Female,0-17,0,,0,0,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,0,,0,,
1,New York,Female,40-49,0,,0,0,
1,New York,Female,50-64,0,34,0,,40
1,New York,Female,65-74,0,67,0,,74
1,New York,Female,75-84,0,85,0,,92
1,New York,Male,0-17,0,0,0,,
1,New York,Male,18-29,0,,0,,
1,New York,Male,30-39,0,,0,,
1,New York,Male,40-49,0,,0,,
1,New York,Male,50-64,,41,,11,54
1,New York,Male,65-74,0,60,0,,67
1,New York,Male,75-84,0,96,0,12,108
1,New York,Female,0-17,0,0,0,,
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,0,,0,,
1,New York,Female,50-64,0,35,0,,38
1,New York,Female,65-74,0,40,0,,49
1,New York,Female,75-84,,77,,,84
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,,0,
1,New York,Male,30-39,15,12,,,21
1,New York,Male,40-49,18,18,,0,27
1,New York,Male,50-64,84,106,47,,147
1,New York,Male,65-74,84,146,44,11,197
1,New York,Male,75-84,111,205,74,,249
1,New York,Female,0-17,0,,0,,
1,New York,Female,18-29,0,0,0,,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,,,12
1,New York,Female,50-64,41,70,18,,99
1,New York,Female,65-74,53,101,30,,126
1,New York,Female,75-84,68,146,46,,176
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,16,11,,0,20
1,New York,Male,30-39,47,27,24,0,50
1,New York,Male,40-49,165,88,82,,172
1,New York,Male,50-64,760,479,396,,844
1,New York,Male,65-74,970,610,487,,1094
1,New York,Male,75-84,1056,665,534,,1190
1,New York,Female,0-17,,0,0,0,
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,16,10,,0,18
1,New York,Female,40-49,52,34,27,0,59
1,New York,Female,50-64,316,210,176,,352
1,New York,Female,65-74,503,346,265,,585
1,New York,Female,75-84,854,548,434,,971
1,New York,Male,0-17,,,,0,
1,New York,Male,18-29,10,,,0,12
1,New York,Male,30-39,,,,0,15
1,New York,Male,40-49,44,29,21,0,52
1,New York,Male,50-64,248,159,108,,299
1,New York,Male,65-74,316,213,157,,372
1,New York,Male,75-84,340,246,166,0,420
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,10,,,0,10
1,New York,Female,40-49,20,12,,0,23
1,New York,Female,50-64,133,85,63,,156
1,New York,Female,65-74,204,149,102,0,251
1,New York,Female,75-84,304,203,134,0,373
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,,0,14
1,New York,Male,50-64,61,80,33,0,108
1,New York,Male,65-74,89,97,44,0,142
1,New York,Male,75-84,70,105,37,0,138
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,,,,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,25,40,13,0,52
1,New York,Female,65-74,44,42,15,0,71
1,New York,Female,75-84,92,87,27,0,152
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,13,29,,0,37
1,New York,Male,65-74,22,66,,0,83
1,New York,Male,75-84,33,76,,0,104
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,0,0,0,0
1,New York,Female,30-39,0,0,0,0,0
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,12,38,,0,43
1,New York,Female,65-74,21,40,,0,55
1,New York,Female,75-84,28,72,12,0,88
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,,39,,0,44
1,New York,Male,65-74,13,57,,0,65
1,New York,Male,75-84,26,84,,0,101
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,0,0,
1,New York,Female,50-64,,22,,0,28
1,New York,Female,65-74,13,35,,0,43
1,New York,Female,75-84,13,77,,0,87
1,New York,Male,0-17,0,,0,0,
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,,0,
1,New York,Male,50-64,,35,,0,42
1,New York,Male,65-74,14,55,,0,63
1,New York,Male,75-84,25,98,,,117
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,,40,,0,44
1,New York,Female,65-74,11,48,,0,55
1,New York,Female,75-84,13,62,,0,68
1,New York,Male,0-17,0,0,0,0,0
1,New York,Male,18-29,,,0,0,
1,New York,Male,30-39,0,,0,0,
1,New York,Male,40-49,,,,0,10
1,New York,Male,50-64,23,54,,0,70
1,New York,Male,65-74,41,75,16,,101
1,New York,Male,75-84,39,87,13,0,113
1,New York,Female,0-17,0,0,0,0,0
1,New York,Female,18-29,0,,0,0,
1,New York,Female,30-39,0,,0,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,13,28,,0,39
1,New York,Female,65-74,29,47,14,,65
1,New York,Female,75-84,41,71,14,0,98
1,New York,Male,0-17,,0,0,0,
1,New York,Male,18-29,0,,0,0,
1,New York,Male,30-39,,,,0,
1,New York,Male,40-49,,10,,0,15
1,New York,Male,50-64,46,55,16,0,85
1,New York,Male,65-74,106,119,52,,174
1,New York,Male,75-84,150,142,60,0,232
1,New York,Female,0-17,,0,0,0,
1,New York,Female,18-29,,,,0,
1,New York,Female,30-39,,,0,0,
1,New York,Female,40-49,,,,0,
1,New York,Female,50-64,29,35,,0,57
1,New York,Female,65-74,66,72,31,0,107
1,New York,Female,75-84,110,105,37,0,178
1,New York,Male,0-17,,,,0,
1,New York,Male,18-29,,,,0,10
1,New York,Male,30-39,10,11,,0,16
1,New York,Male,40-49,24,14,,0,29
1,New York,Male,50-64,183,123,95,0,211
1,New York,Male,65-74,310,221,157,0,374
1,New York,Male,75-84,465,306,202,0,569
1,New York,Female,0-17,0,0,0,0,0
