ID,State,Sex,Age_Group,COVID_Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths,Influenza_Deaths,Pneumonia_Influenza_COVID_Deaths
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,14,16,,0,21
1,Florida,Male,40-49,43,37,29,,52
1,Florida,Male,50-64,283,260,181,,362
1,Florida,Male,65-74,425,436,315,0,546
1,Florida,Male,75-84,612,606,420,0,798
1,Florida,Female,0-17,,,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,0,10
1,Florida,Female,40-49,30,30,20,0,40
1,Florida,Female,50-64,186,203,137,0,252
1,Florida,Female,65-74,257,259,174,,343
1,Florida,Female,75-84,409,400,275,,536
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,,,,0,11
1,Florida,Male,30-39,13,19,11,0,21
1,Florida,Male,40-49,36,34,24,0,46
1,Florida,Male,50-64,196,204,124,,277
1,Florida,Male,65-74,262,327,190,,400
1,Florida,Male,75-84,336,452,261,0,527
1,Florida,Female,0-17,,,0,0,
1,Florida,Female,18-29,,,,0,10
1,Florida,Female,30-39,12,16,,0,20
1,Florida,Female,40-49,22,27,14,0,35
1,Florida,Female,50-64,152,158,105,,206
1,Florida,Female,65-74,158,210,107,,261
1,Florida,Female,75-84,203,272,139,,337
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,11
1,Florida,Male,30-39,14,25,12,0,27
1,Florida,Male,40-49,50,45,31,,65
1,Florida,Male,50-64,192,206,126,,272
1,Florida,Male,65-74,212,293,149,0,356
1,Florida,Male,75-84,236,330,173,,394
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,,0,10
1,Florida,Female,30-39,,14,,0,17
1,Florida,Female,40-49,33,27,19,0,41
1,Florida,Female,50-64,116,142,86,0,172
1,Florida,Female,65-74,173,206,123,,256
1,Florida,Female,75-84,162,233,107,0,288
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,18,21,14,0,25
1,Florida,Male,40-49,48,51,36,0,63
1,Florida,Male,50-64,179,217,134,0,262
1,Florida,Male,65-74,179,234,132,0,281
1,Florida,Male,75-84,191,287,133,,346
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,11,,0,13
1,Florida,Female,40-49,31,32,22,0,41
1,Florida,Female,50-64,123,150,87,,186
1,Florida,Female,65-74,141,176,99,,219
1,Florida,Female,75-84,165,234,113,,287
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,10,,0,11
1,Florida,Male,30-39,,19,,0,22
1,Florida,Male,40-49,33,31,22,0,42
1,Florida,Male,50-64,123,195,95,,223
1,Florida,Male,65-74,130,196,92,,234
1,Florida,Male,75-84,109,233,75,0,267
1,Florida,Female,0-17,,,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,0,13
1,Florida,Female,40-49,15,25,12,0,28
1,Florida,Female,50-64,78,110,51,0,137
1,Florida,Female,65-74,93,137,62,0,168
1,Florida,Female,75-84,89,187,60,0,216
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,25,24,17,0,32
1,Florida,Male,30-39,47,37,26,0,58
1,Florida,Male,40-49,89,75,56,0,108
1,Florida,Male,50-64,338,303,204,0,437
1,Florida,Male,65-74,251,332,178,,405
1,Florida,Male,75-84,203,327,158,,373
1,Florida,Female,0-17,,,0,0,
1,Florida,Female,18-29,11,,,0,15
1,Florida,Female,30-39,21,21,13,0,29
1,Florida,Female,40-49,62,54,41,0,75
1,Florida,Female,50-64,213,201,137,,277
1,Florida,Female,65-74,192,224,138,,279
1,Florida,Female,75-84,182,239,113,0,308
1,Florida,Male,0-17,,,,0,
1,Florida,Male,18-29,103,71,68,0,106
1,Florida,Male,30-39,219,154,147,0,226
1,Florida,Male,40-49,531,399,378,0,552
1,Florida,Male,50-64,1664,1275,1181,,1758
1,Florida,Male,65-74,1390,1177,1040,,1528
1,Florida,Male,75-84,1205,1030,847,0,1388
1,Florida,Female,0-17,11,,,0,13
1,Florida,Female,18-29,51,31,31,0,51
1,Florida,Female,30-39,146,104,93,0,157
1,Florida,Female,40-49,334,237,224,0,347
1,Florida,Female,50-64,1041,836,768,,1109
1,Florida,Female,65-74,952,797,682,0,1067
1,Florida,Female,75-84,1022,869,737,,1154
1,Florida,Male,0-17,,,,0,
1,Florida,Male,18-29,42,30,23,0,49
1,Florida,Male,30-39,171,135,124,0,182
1,Florida,Male,40-49,403,309,293,0,419
1,Florida,Male,50-64,1403,1108,1014,,1497
1,Florida,Male,65-74,1100,913,773,,1241
1,Florida,Male,75-84,926,806,641,0,1091
1,Florida,Female,0-17,,,,0,10
1,Florida,Female,18-29,31,22,17,0,36
1,Florida,Female,30-39,136,106,95,0,147
1,Florida,Female,40-49,247,199,182,0,264
1,Florida,Female,50-64,898,752,684,,967
1,Florida,Female,65-74,879,704,614,0,969
1,Florida,Female,75-84,735,646,509,0,872
1,Florida,Male,0-17,,,,0,
1,Florida,Male,18-29,18,18,10,0,26
1,Florida,Male,30-39,52,48,36,0,64
1,Florida,Male,40-49,118,100,87,0,131
1,Florida,Male,50-64,406,353,270,0,489
1,Florida,Male,65-74,330,378,244,,465
1,Florida,Male,75-84,304,403,206,0,501
1,Florida,Female,0-17,,,0,0,
1,Florida,Female,18-29,10,10,,0,13
1,Florida,Female,30-39,42,39,31,0,50
1,Florida,Female,40-49,77,68,56,0,89
1,Florida,Female,50-64,294,270,216,0,348
1,Florida,Female,65-74,309,314,211,,413
1,Florida,Female,75-84,247,295,171,0,371
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,14,15,,0,20
1,Florida,Male,40-49,25,31,16,0,40
1,Florida,Male,50-64,138,184,98,0,224
1,Florida,Male,65-74,118,195,70,,245
1,Florida,Male,75-84,107,237,64,0,280
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,16,18,13,0,21
1,Florida,Female,40-49,19,29,16,0,32
1,Florida,Female,50-64,84,132,60,0,156
1,Florida,Female,65-74,105,166,78,,193
1,Florida,Female,75-84,81,177,56,,203
1,Florida,Male,0-17,,,,0,
1,Florida,Male,18-29,,,,0,12
1,Florida,Male,30-39,22,19,,0,35
1,Florida,Male,40-49,31,36,20,0,47
1,Florida,Male,50-64,94,169,67,,198
1,Florida,Male,65-74,113,216,62,,270
1,Florida,Male,75-84,126,254,89,,293
1,Florida,Female,0-17,,,0,,
1,Florida,Female,18-29,,,,0,10
1,Florida,Female,30-39,,,,0,11
1,Florida,Female,40-49,15,22,,0,29
1,Florida,Female,50-64,63,102,44,0,121
1,Florida,Female,65-74,80,160,51,,190
1,Florida,Female,75-84,94,185,55,,227
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,19,14,11,0,22
1,Florida,Male,30-39,31,27,19,,41
1,Florida,Male,40-49,67,62,42,0,87
1,Florida,Male,50-64,389,339,244,,490
1,Florida,Male,65-74,572,538,368,,745
1,Florida,Male,75-84,846,774,561,,1061
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,10,11,,0,16
1,Florida,Female,30-39,25,20,14,,32
1,Florida,Female,40-49,49,42,30,0,61
1,Florida,Female,50-64,248,235,153,,332
1,Florida,Female,65-74,373,371,252,,494
1,Florida,Female,75-84,529,466,330,,667
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,,,,,
1,Florida,Male,30-39,30,25,14,0,41
1,Florida,Male,40-49,43,45,29,0,59
1,Florida,Male,50-64,309,293,205,,398
1,Florida,Male,65-74,487,422,310,,600
1,Florida,Male,75-84,638,582,416,,806
1,Florida,Female,0-17,,0,0,,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,23,19,14,0,28
1,Florida,Female,40-49,37,31,19,0,49
1,Florida,Female,50-64,187,179,117,0,249
1,Florida,Female,65-74,305,291,196,,401
1,Florida,Female,75-84,416,380,249,,550
1,Florida,Male,0-17,,,,,
1,Florida,Male,18-29,,,0,,
1,Florida,Male,30-39,,10,,0,11
1,Florida,Male,40-49,16,14,,0,23
1,Florida,Male,50-64,98,153,59,,195
1,Florida,Male,65-74,163,232,100,,299
1,Florida,Male,75-84,188,288,107,,371
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,0,,0,,
1,Florida,Female,30-39,,10,,0,13
1,Florida,Female,40-49,,17,,,23
1,Florida,Female,50-64,69,97,33,0,133
1,Florida,Female,65-74,103,157,58,,203
1,Florida,Female,75-84,156,232,88,,302
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,,0,0,
1,Florida,Male,40-49,,19,,0,20
1,Florida,Male,50-64,41,101,15,,129
1,Florida,Male,65-74,51,158,28,0,181
1,Florida,Male,75-84,69,215,30,,256
1,Florida,Female,0-17,,,,,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,0,,0,0,
1,Florida,Female,40-49,,17,,0,22
1,Florida,Female,50-64,27,61,12,0,76
1,Florida,Female,65-74,39,109,18,0,130
1,Florida,Female,75-84,64,136,23,0,177
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,11,,0,13
1,Florida,Male,40-49,,15,,0,16
1,Florida,Male,50-64,39,108,20,,130
1,Florida,Male,65-74,51,162,19,,196
1,Florida,Male,75-84,79,211,42,,251
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,0,
1,Florida,Female,40-49,,11,,0,17
1,Florida,Female,50-64,25,76,10,0,91
1,Florida,Female,65-74,35,118,15,,139
1,Florida,Female,75-84,72,153,23,,205
1,Florida,Male,0-17,,,0,,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,,,,10
1,Florida,Male,40-49,16,20,,0,33
1,Florida,Male,50-64,59,102,21,,141
1,Florida,Male,65-74,101,182,51,,239
1,Florida,Male,75-84,165,240,82,10,333
1,Florida,Female,0-17,,0,0,,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,,,,11
1,Florida,Female,40-49,13,16,,,28
1,Florida,Female,50-64,34,84,15,,105
1,Florida,Female,65-74,71,120,29,,165
1,Florida,Female,75-84,130,181,47,,267
1,Florida,Male,0-17,,,,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,14,,0,19
1,Florida,Male,40-49,,16,,0,21
1,Florida,Male,50-64,67,119,28,0,158
1,Florida,Male,65-74,131,186,63,,255
1,Florida,Male,75-84,236,254,92,,400
1,Florida,Female,0-17,,,0,,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,,,0,12
1,Florida,Female,40-49,,18,,0,19
1,Florida,Female,50-64,54,91,29,,118
1,Florida,Female,65-74,117,142,40,,222
1,Florida,Female,75-84,188,205,88,,306
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,,0,0,
1,Florida,Male,40-49,14,19,,0,26
1,Florida,Male,50-64,83,115,33,0,165
1,Florida,Male,65-74,155,199,71,0,283
1,Florida,Male,75-84,268,287,132,,424
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,10,,0,14
1,Florida,Female,40-49,14,18,,,25
1,Florida,Female,50-64,55,92,23,,125
1,Florida,Female,65-74,104,157,62,,200
1,Florida,Female,75-84,177,196,83,,292
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,,0,0,
1,Florida,Male,40-49,11,18,,0,25
1,Florida,Male,50-64,55,95,29,,122
1,Florida,Male,65-74,87,161,43,,208
1,Florida,Male,75-84,157,240,75,,324
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,,0,0,0,
1,Florida,Female,30-39,,,,0,
1,Florida,Female,40-49,10,14,,0,22
1,Florida,Female,50-64,40,69,15,,95
1,Florida,Female,65-74,79,112,31,,161
1,Florida,Female,75-84,113,174,45,,243
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,14,,0,15
1,Florida,Male,40-49,,14,,,15
1,Florida,Male,50-64,34,103,14,0,123
1,Florida,Male,65-74,68,192,37,0,223
1,Florida,Male,75-84,105,232,41,,301
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,,0,0,
1,Florida,Female,40-49,,16,,0,17
1,Florida,Female,50-64,27,64,10,,83
1,Florida,Female,65-74,51,92,20,,125
1,Florida,Female,75-84,64,162,32,0,194
1,Florida,Male,0-17,0,,0,,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,0,12,0,0,12
1,Florida,Male,40-49,,13,0,0,14
1,Florida,Male,50-64,25,106,13,,120
1,Florida,Male,65-74,47,156,23,10,189
1,Florida,Male,75-84,78,207,33,,260
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,,0,0,
1,Florida,Female,40-49,,12,0,,15
1,Florida,Female,50-64,15,61,,12,79
1,Florida,Female,65-74,46,118,24,,145
1,Florida,Female,75-84,69,150,27,10,201
1,Florida,Male,0-17,,,0,,
1,Florida,Male,18-29,,11,,,16
1,Florida,Male,30-39,,,,,12
1,Florida,Male,40-49,,18,0,,26
1,Florida,Male,50-64,29,97,13,,119
1,Florida,Male,65-74,65,198,42,17,236
1,Florida,Male,75-84,128,284,67,20,364
1,Florida,Female,0-17,,,0,,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,13,,,16
1,Florida,Female,40-49,,16,0,0,21
1,Florida,Female,50-64,23,67,,,89
1,Florida,Female,65-74,47,144,29,11,173
1,Florida,Female,75-84,98,217,50,23,287
1,Florida,Male,0-17,,,0,,
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,13,,,15
1,Florida,Male,40-49,10,16,,,26
1,Florida,Male,50-64,42,129,25,,153
1,Florida,Male,65-74,93,217,47,15,278
1,Florida,Male,75-84,175,318,98,25,417
1,Florida,Female,0-17,0,,0,,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,,11
1,Florida,Female,40-49,,19,,,24
1,Florida,Female,50-64,23,89,11,10,110
1,Florida,Female,65-74,72,156,42,11,196
1,Florida,Female,75-84,137,267,70,22,355
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,0,,0,,
1,Florida,Male,30-39,,,,0,
1,Florida,Male,40-49,,17,,0,18
1,Florida,Male,50-64,23,96,,,113
1,Florida,Male,65-74,68,177,34,,216
1,Florida,Male,75-84,140,283,66,,363
1,Florida,Female,0-17,,,,,
1,Florida,Female,18-29,,,0,0,
1,Florida,Female,30-39,,,,,
1,Florida,Female,40-49,,21,,0,23
1,Florida,Female,50-64,20,58,,,70
1,Florida,Female,65-74,38,123,19,,149
1,Florida,Female,75-84,102,188,59,,233
1,Florida,Male,0-17,0,,0,,
1,Florida,Male,18-29,,,0,,
1,Florida,Male,30-39,,10,0,,12
1,Florida,Male,40-49,,19,,0,21
1,Florida,Male,50-64,14,85,,,93
1,Florida,Male,65-74,39,169,21,,188
1,Florida,Male,75-84,88,231,41,,283
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,0,0,
1,Florida,Female,30-39,,,,0,
1,Florida,Female,40-49,,14,,,15
1,Florida,Female,50-64,20,77,,,92
1,Florida,Female,65-74,47,117,18,,150
1,Florida,Female,75-84,55,178,24,,214
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,12,,0,13
1,Florida,Male,40-49,,21,,0,23
1,Florida,Male,50-64,16,90,,0,99
1,Florida,Male,65-74,25,144,13,,158
1,Florida,Male,75-84,61,241,30,,276
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,,,0,
1,Florida,Female,40-49,,16,,0,18
1,Florida,Female,50-64,14,77,,0,82
1,Florida,Female,65-74,22,104,,,120
1,Florida,Female,75-84,50,172,19,,206
1,Florida,Male,0-17,,,0,,
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,11,0,,14
1,Florida,Male,40-49,,17,,0,17
1,Florida,Male,50-64,13,89,,,98
1,Florida,Male,65-74,39,154,23,,171
1,Florida,Male,75-84,56,222,26,,253
1,Florida,Female,0-17,0,0,0,0,0
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,0,,0,0,
1,Florida,Female,40-49,,17,,0,17
1,Florida,Female,50-64,,68,,,74
1,Florida,Female,65-74,26,106,14,,120
1,Florida,Female,75-84,37,149,13,,175
1,Florida,Male,0-17,0,0,0,0,0
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,11,0,0,12
1,Florida,Male,40-49,,12,,0,14
1,Florida,Male,50-64,19,84,11,0,92
1,Florida,Male,65-74,30,151,16,,166
1,Florida,Male,75-84,57,175,26,,212
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,,0,0,
1,Florida,Female,40-49,,,,0,
1,Florida,Female,50-64,,70,,0,77
1,Florida,Female,65-74,18,98,,,108
1,Florida,Female,75-84,34,147,16,0,165
1,Florida,Male,0-17,0,,0,,
1,Florida,Male,18-29,,,0,0,
1,Florida,Male,30-39,,,0,,
1,Florida,Male,40-49,,,,,11
1,Florida,Male,50-64,,73,,,79
1,Florida,Male,65-74,31,133,18,,149
1,Florida,Male,75-84,74,200,43,,234
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,0,,0,,
1,Florida,Female,30-39,,,,,
1,Florida,Female,40-49,,11,0,0,12
1,Florida,Female,50-64,,63,,,69
1,Florida,Female,65-74,22,105,10,0,117
1,Florida,Female,75-84,35,140,18,,159
1,Florida,Male,0-17,0,0,0,0,0
1,Florida,Male,18-29,0,0,0,0,0
1,Florida,Male,30-39,,10,,,13
1,Florida,Male,40-49,,11,,,14
1,Florida,Male,50-64,22,88,,,103
1,Florida,Male,65-74,69,170,33,,208
1,Florida,Male,75-84,102,207,53,,259
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,0,
1,Florida,Female,40-49,,,,0,
1,Florida,Female,50-64,11,60,,,64
1,Florida,Female,65-74,39,133,24,0,148
1,Florida,Female,75-84,95,186,43,,238
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,,,0,
1,Florida,Male,40-49,,,,,
1,Florida,Male,50-64,,34,,,39
1,Florida,Male,65-74,35,81,18,,99
1,Florida,Male,75-84,62,115,32,,149
1,Florida,Female,0-17,0,0,0,0,0
1,Florida,Female,18-29,,0,0,0,
1,Florida,Female,30-39,,0,0,0,
1,Florida,Female,40-49,0,,0,0,
1,Florida,Female,50-64,,25,,0,32
1,Florida,Female,65-74,17,53,11,,61
1,Florida,Female,75-84,44,83,16,,113
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,0,,0,,
1,Georgia,Male,30-39,0,,0,,
1,Georgia,Male,40-49,0,,0,,14
1,Georgia,Male,50-64,0,40,0,,48
1,Georgia,Male,65-74,0,64,0,12,76
1,Georgia,Male,75-84,0,77,0,,82
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,0,,0,,
1,Georgia,Female,30-39,0,,0,,
1,Georgia,Female,40-49,0,12,0,,15
1,Georgia,Female,50-64,0,33,0,16,49
1,Georgia,Female,65-74,0,39,0,11,50
1,Georgia,Female,75-84,0,57,0,,65
1,Georgia,Male,0-17,0,,0,,
1,Georgia,Male,18-29,0,,0,,
1,Georgia,Male,30-39,0,,0,,
1,Georgia,Male,40-49,0,,0,,
1,Georgia,Male,50-64,0,41,0,,48
1,Georgia,Male,65-74,0,53,0,,58
1,Georgia,Male,75-84,,53,0,,56
1,Georgia,Female,0-17,0,,0,,
1,Georgia,Female,18-29,0,0,0,0,0
1,Georgia,Female,30-39,0,,0,,
1,Georgia,Female,40-49,0,,0,,12
1,Georgia,Female,50-64,0,29,0,,37
1,Georgia,Female,65-74,0,31,0,,40
1,Georgia,Female,75-84,,44,0,,51
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,,,,0,11
1,Georgia,Male,50-64,23,57,10,,71
1,Georgia,Male,65-74,39,87,19,,111
1,Georgia,Male,75-84,40,95,22,,119
1,Georgia,Female,0-17,0,0,0,,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,0,,
1,Georgia,Female,40-49,,,,,16
1,Georgia,Female,50-64,17,44,,,60
1,Georgia,Female,65-74,22,65,14,,75
1,Georgia,Female,75-84,20,66,12,,78
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,,0,15
1,Georgia,Male,40-49,19,16,,0,28
1,Georgia,Male,50-64,125,94,48,,175
1,Georgia,Male,65-74,162,119,76,,206
1,Georgia,Male,75-84,162,161,83,0,240
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,16,18,,0,26
1,Georgia,Female,50-64,79,83,41,,122
1,Georgia,Female,65-74,103,92,51,,145
1,Georgia,Female,75-84,146,114,54,,208
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,17,18,,0,27
1,Georgia,Male,50-64,64,62,25,,102
1,Georgia,Male,65-74,121,108,62,0,167
1,Georgia,Male,75-84,108,116,53,,172
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,0,0,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,14,,0,18
1,Georgia,Female,50-64,41,46,18,0,69
1,Georgia,Female,65-74,76,55,30,0,101
1,Georgia,Female,75-84,115,80,55,0,140
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,16,14,,0,23
1,Georgia,Male,50-64,52,63,26,0,89
1,Georgia,Male,65-74,58,77,32,0,103
1,Georgia,Male,75-84,73,80,38,0,115
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,0,,0,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,11,,,0,17
1,Georgia,Female,50-64,37,43,12,0,68
1,Georgia,Female,65-74,48,52,20,,81
1,Georgia,Female,75-84,69,66,28,0,107
1,Georgia,Male,0-17,,,0,0,
1,Georgia,Male,18-29,,,,0,12
1,Georgia,Male,30-39,18,,,0,19
1,Georgia,Male,40-49,37,27,20,0,44
1,Georgia,Male,50-64,173,124,81,0,216
1,Georgia,Male,65-74,178,135,85,0,228
1,Georgia,Male,75-84,188,128,84,0,232
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,18,12,,0,23
1,Georgia,Female,40-49,30,14,,0,37
1,Georgia,Female,50-64,92,66,38,0,120
1,Georgia,Female,65-74,140,88,59,0,169
1,Georgia,Female,75-84,152,106,69,0,189
1,Georgia,Male,0-17,,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,11,,,0,15
1,Georgia,Male,40-49,41,31,23,0,49
1,Georgia,Male,50-64,198,148,106,0,240
1,Georgia,Male,65-74,263,189,137,0,315
1,Georgia,Male,75-84,258,191,137,,313
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,10,,,0,11
1,Georgia,Female,40-49,31,23,14,0,40
1,Georgia,Female,50-64,160,116,82,0,194
1,Georgia,Female,65-74,194,135,88,0,241
1,Georgia,Female,75-84,232,162,116,,279
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,0,0,10
1,Georgia,Male,40-49,23,19,12,0,30
1,Georgia,Male,50-64,116,101,62,0,155
1,Georgia,Male,65-74,169,126,89,,207
1,Georgia,Male,75-84,142,142,89,0,195
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,10
1,Georgia,Female,40-49,11,14,,0,17
1,Georgia,Female,50-64,69,72,40,0,101
1,Georgia,Female,65-74,121,94,56,0,159
1,Georgia,Female,75-84,120,110,65,0,165
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,,,
1,Georgia,Male,40-49,21,16,,0,29
1,Georgia,Male,50-64,67,64,34,0,97
1,Georgia,Male,65-74,130,126,81,,175
1,Georgia,Male,75-84,128,122,76,0,174
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,0,0,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,,,0,11
1,Georgia,Female,50-64,62,54,32,0,84
1,Georgia,Female,65-74,77,69,35,0,111
1,Georgia,Female,75-84,106,92,53,0,145
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,0,0,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,17,16,,0,25
1,Georgia,Male,50-64,89,84,48,0,125
1,Georgia,Male,65-74,148,139,85,0,202
1,Georgia,Male,75-84,173,126,92,,208
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,10,,,,13
1,Georgia,Female,50-64,48,47,27,0,68
1,Georgia,Female,65-74,122,110,65,0,167
1,Georgia,Female,75-84,127,115,80,0,162
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,11,,,,12
1,Georgia,Male,40-49,35,25,16,0,44
1,Georgia,Male,50-64,191,145,99,0,237
1,Georgia,Male,65-74,266,216,148,,335
1,Georgia,Male,75-84,342,266,200,,409
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,30,23,15,0,38
1,Georgia,Female,50-64,117,101,74,0,144
1,Georgia,Female,65-74,182,157,110,,230
1,Georgia,Female,75-84,248,173,131,0,290
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,,,14
1,Georgia,Male,30-39,25,16,13,0,28
1,Georgia,Male,40-49,59,38,31,0,66
1,Georgia,Male,50-64,424,274,231,0,467
1,Georgia,Male,65-74,581,405,349,,638
1,Georgia,Male,75-84,678,474,406,,746
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,20,13,10,0,23
1,Georgia,Female,40-49,36,25,18,0,43
1,Georgia,Female,50-64,274,206,169,0,311
1,Georgia,Female,65-74,388,268,231,,426
1,Georgia,Female,75-84,531,361,302,0,590
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,11
1,Georgia,Male,40-49,30,21,13,0,38
1,Georgia,Male,50-64,204,155,127,,233
1,Georgia,Male,65-74,274,210,158,0,326
1,Georgia,Male,75-84,317,249,184,0,382
1,Georgia,Female,0-17,,0,0,0,
1,Georgia,Female,18-29,0,,0,0,
1,Georgia,Female,30-39,,,,0,
